Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,1,67,67,67,67,67,67,67,0.000%,14.92537,19.60,2.68
TOTAL,1,67,67,67,67,67,67,67,0.000%,14.92537,19.60,2.68
