Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,50,54,54,67,69,79,40,79,0.000%,1.01912,1.34,0.18
TOTAL,50,54,54,67,69,79,40,79,0.000%,1.01912,1.34,0.18
