Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,10,83,77,95,95,98,75,98,0.000%,1.10169,1.39,0.20
TOTAL,10,83,77,95,95,98,75,98,0.000%,1.10169,1.39,0.20
