Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,10,160,144,201,201,232,139,232,0.000%,1.09254,1.45,0.20
TOTAL,10,160,144,201,201,232,139,232,0.000%,1.09254,1.45,0.20
