Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,10,55,56,65,65,69,41,69,0.000%,1.10509,1.45,0.20
TOTAL,10,55,56,65,65,69,41,69,0.000%,1.10509,1.45,0.20
