Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,1,120,120,120,120,120,120,120,0.000%,8.33333,10.42,1.53
TOTAL,1,120,120,120,120,120,120,120,0.000%,8.33333,10.42,1.53
