Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items/134,1,171,171,171,171,171,171,171,0.000%,5.84795,2.71,1.10
PUT /api/items/400,2,188,181,195,195,195,181,195,0.000%,2.42718,1.13,0.71
GET /api/items/468,1,178,178,178,178,178,178,178,0.000%,5.61798,2.61,1.05
PUT /api/items/048,1,192,192,192,192,192,192,192,0.000%,5.20833,2.41,1.52
PUT /api/items/181,1,214,214,214,214,214,214,214,0.000%,4.67290,2.17,1.36
GET /api/items/273,1,187,187,187,187,187,187,187,0.000%,5.34759,2.48,1.00
GET /api/items/309,1,194,194,194,194,194,194,194,0.000%,5.15464,2.39,0.97
GET /api/items/474,1,177,177,177,177,177,177,177,0.000%,5.64972,2.62,1.06
PUT /api/items/156,1,180,180,180,180,180,180,180,0.000%,5.55556,2.58,1.62
PUT /api/items/650,1,182,182,182,182,182,182,182,0.000%,5.49451,2.55,1.60
GET /api/items/374,1,169,169,169,169,169,169,169,0.000%,5.91716,2.74,1.11
GET /api/items/822,1,194,194,194,194,194,194,194,0.000%,5.15464,2.39,0.97
PUT /api/items/625,1,196,196,196,196,196,196,196,0.000%,5.10204,2.37,1.49
GET /api/items/342,1,171,171,171,171,171,171,171,0.000%,5.84795,2.71,1.10
PUT /api/items/182,1,180,180,180,180,180,180,180,0.000%,5.55556,2.58,1.62
PUT /api/items/304,1,193,193,193,193,193,193,193,0.000%,5.18135,2.40,1.51
GET /api/items/795,1,176,176,176,176,176,176,176,0.000%,5.68182,2.64,1.07
GET /api/items/779,1,187,187,187,187,187,187,187,0.000%,5.34759,2.48,1.00
GET /api/items/484,2,187,176,199,199,199,176,199,0.000%,.38059,0.18,0.07
PUT /api/items/890,1,189,189,189,189,189,189,189,0.000%,5.29101,2.45,1.54
GET /api/items/037,1,191,191,191,191,191,191,191,0.000%,5.23560,2.42,0.98
PUT /api/items/445,1,195,195,195,195,195,195,195,0.000%,5.12821,2.38,1.50
GET /api/items/437,1,172,172,172,172,172,172,172,0.000%,5.81395,2.70,1.09
GET /api/items/920,1,172,172,172,172,172,172,172,0.000%,5.81395,2.70,1.09
PUT /api/items/574,2,171,164,178,178,178,164,178,0.000%,.14429,0.07,0.04
GET /api/items/038,1,173,173,173,173,173,173,173,0.000%,5.78035,2.66,1.08
PUT /api/items/855,1,201,201,201,201,201,201,201,0.000%,4.97512,2.31,1.45
PUT /api/items/279,1,181,181,181,181,181,181,181,0.000%,5.52486,2.56,1.61
GET /api/items/386,1,190,190,190,190,190,190,190,0.000%,5.26316,2.44,0.99
GET /api/items/905,1,169,169,169,169,169,169,169,0.000%,5.91716,2.74,1.11
GET /api/items/252,2,170,168,172,172,172,168,172,0.000%,.20241,0.09,0.04
PUT /api/items/969,1,198,198,198,198,198,198,198,0.000%,5.05051,2.34,1.47
GET /api/items/453,1,173,173,173,173,173,173,173,0.000%,5.78035,2.68,1.08
PUT /api/items/727,1,196,196,196,196,196,196,196,0.000%,5.10204,2.37,1.49
PUT /api/items/899,2,171,146,197,197,197,146,197,0.000%,.13163,0.06,0.04
GET /api/items/192,2,170,164,177,177,177,164,177,0.000%,.25575,0.12,0.05
GET /api/items/401,1,175,175,175,175,175,175,175,0.000%,5.71429,2.65,1.07
GET /api/items/919,1,172,172,172,172,172,172,172,0.000%,5.81395,2.70,1.09
PUT /api/items/206,1,194,194,194,194,194,194,194,0.000%,5.15464,2.39,1.51
GET /api/items/122,1,174,174,174,174,174,174,174,0.000%,5.74713,2.67,1.08
PUT /api/items/369,1,183,183,183,183,183,183,183,0.000%,5.46448,2.53,1.60
PUT /api/items/412,1,184,184,184,184,184,184,184,0.000%,5.43478,2.52,1.59
GET /api/items/791,1,179,179,179,179,179,179,179,0.000%,5.58659,2.59,1.05
GET /api/items/547,3,179,170,199,199,199,169,199,0.000%,.26164,0.12,0.05
GET /api/items/202,1,174,174,174,174,174,174,174,0.000%,5.74713,2.67,1.08
PUT /api/items/015,1,209,209,209,209,209,209,209,0.000%,4.78469,2.21,1.40
GET /api/items/501,1,183,183,183,183,183,183,183,0.000%,5.46448,2.53,1.02
PUT /api/items/720,1,197,197,197,197,197,197,197,0.000%,5.07614,2.35,1.48
