Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/429,1,231,231,231,231,231,231,231,0.000%,4.32900,1.94,1.26
GET /api/items/069,1,224,224,224,224,224,224,224,0.000%,4.46429,1.99,0.84
PUT /api/items/427,1,250,250,250,250,250,250,250,0.000%,4.00000,1.79,1.17
GET /api/items/601,1,222,222,222,222,222,222,222,0.000%,4.50450,2.01,0.84
GET /api/items/632,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,0.86
PUT /api/items/988,1,225,225,225,225,225,225,225,0.000%,4.44444,1.99,1.30
GET /api/items/786,1,228,228,228,228,228,228,228,0.000%,4.38596,1.96,0.82
PUT /api/items/007,1,247,247,247,247,247,247,247,0.000%,4.04858,1.80,1.18
PUT /api/items/343,1,239,239,239,239,239,239,239,0.000%,4.18410,1.87,1.22
GET /api/items/536,1,246,246,246,246,246,246,246,0.000%,4.06504,1.82,0.76
GET /api/items/511,1,221,221,221,221,221,221,221,0.000%,4.52489,2.02,0.85
GET /api/items/287,1,236,236,236,236,236,236,236,0.000%,4.23729,1.90,0.79
PUT /api/items/553,1,239,239,239,239,239,239,239,0.000%,4.18410,1.87,1.22
GET /api/items/426,1,244,244,244,244,244,244,244,0.000%,4.09836,1.83,0.77
PUT /api/items/430,2,215,199,231,231,231,199,231,0.000%,.13371,0.06,0.04
PUT /api/items/081,1,228,228,228,228,228,228,228,0.000%,4.38596,1.96,1.28
GET /api/items/599,1,227,227,227,227,227,227,227,0.000%,4.40529,1.97,0.83
GET /api/items/780,1,237,237,237,237,237,237,237,0.000%,4.21941,1.89,0.79
GET /api/items/953,1,226,226,226,226,226,226,226,0.000%,4.42478,1.98,0.83
PUT /api/items/956,1,236,236,236,236,236,236,236,0.000%,4.23729,1.90,1.24
GET /api/items/823,1,224,224,224,224,224,224,224,0.000%,4.46429,2.00,0.84
PUT /api/items/062,1,254,254,254,254,254,254,254,0.000%,3.93701,1.76,1.15
GET /api/items/090,1,226,226,226,226,226,226,226,0.000%,4.42478,1.97,0.83
GET /api/items/280,1,220,220,220,220,220,220,220,0.000%,4.54545,2.03,0.85
GET /api/items/781,1,250,250,250,250,250,250,250,0.000%,4.00000,1.79,0.75
PUT /api/items/019,1,245,245,245,245,245,245,245,0.000%,4.08163,1.82,1.19
GET /api/items/018,1,216,216,216,216,216,216,216,0.000%,4.62963,2.07,0.87
PUT /api/items/144,1,232,232,232,232,232,232,232,0.000%,4.31034,1.93,1.26
PUT /api/items/278,1,258,258,258,258,258,258,258,0.000%,3.87597,1.73,1.13
GET /api/items/670,1,246,246,246,246,246,246,246,0.000%,4.06504,1.82,0.76
GET /api/items/908,1,243,243,243,243,243,243,243,0.000%,4.11523,1.84,0.77
GET /api/items/928,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,0.86
PUT /api/items/933,1,231,231,231,231,231,231,231,0.000%,4.32900,1.94,1.26
GET /api/items/225,1,220,220,220,220,220,220,220,0.000%,4.54545,2.03,0.85
PUT /api/items/319,1,229,229,229,229,229,229,229,0.000%,4.36681,1.95,1.28
PUT /api/items/696,1,237,237,237,237,237,237,237,0.000%,4.21941,1.89,1.23
GET /api/items/442,1,243,243,243,243,243,243,243,0.000%,4.11523,1.84,0.77
GET /api/items/640,1,235,235,235,235,235,235,235,0.000%,4.25532,1.90,0.80
GET /api/items/047,1,226,226,226,226,226,226,226,0.000%,4.42478,1.97,0.83
PUT /api/items/550,1,236,236,236,236,236,236,236,0.000%,4.23729,1.90,1.24
GET /api/items/998,1,222,222,222,222,222,222,222,0.000%,4.50450,2.01,0.84
PUT /api/items/900,1,245,245,245,245,245,245,245,0.000%,4.08163,1.83,1.19
PUT /api/items/356,1,241,241,241,241,241,241,241,0.000%,4.14938,1.86,1.21
GET /api/items/043,1,247,247,247,247,247,247,247,0.000%,4.04858,1.81,0.76
GET /api/items/232,1,225,225,225,225,225,225,225,0.000%,4.44444,1.99,0.83
GET /api/items/052,1,224,224,224,224,224,224,224,0.000%,4.46429,1.99,0.84
PUT /api/items/202,1,256,256,256,256,256,256,256,0.000%,3.90625,1.75,1.14
GET /api/items/642,1,221,221,221,221,221,221,221,0.000%,4.52489,2.02,0.85
PUT /api/items/929,1,227,227,227,227,227,227,227,0.000%,4.40529,1.97,1.29
GET /api/items/592,1,225,225,225,225,225,225,225,0.000%,4.44444,1.99,0.83
GET /api/items/695,1,245,245,245,245,245,245,245,0.000%,4.08163,1.83,0.77
PUT /api/items/347,1,228,228,228,228,228,228,228,0.000%,4.38596,1.96,1.28
GET /api/items/631,2,225,225,225,225,225,225,225,0.000%,4.09836,1.83,0.77
PUT /api/items/706,1,226,226,226,226,226,226,226,0.000%,4.42478,1.98,1.29
PUT /api/items/837,1,229,229,229,229,229,229,229,0.000%,4.36681,1.95,1.28
GET /api/items/799,1,247,247,247,247,247,247,247,0.000%,4.04858,1.81,0.76
GET /api/items/771,1,246,246,246,246,246,246,246,0.000%,4.06504,1.82,0.76
GET /api/items/548,1,219,219,219,219,219,219,219,0.000%,4.56621,2.04,0.86
PUT /api/items/608,1,238,238,238,238,238,238,238,0.000%,4.20168,1.88,1.23
PUT /api/items/437,1,239,239,239,239,239,239,239,0.000%,4.18410,1.87,1.22
