Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items/{id},1,87,87,87,87,87,87,87,0.000%,11.49425,4.68,2.10
TOTAL,1,87,87,87,87,87,87,87,0.000%,11.49425,4.68,2.10
