Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items/{id},100,157,154,171,184,205,137,218,0.000%,1.00848,0.48,0.19
TOTAL,100,157,154,171,184,205,137,218,0.000%,1.00848,0.48,0.19
