Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items/{id},10,153,149,166,166,175,140,175,0.000%,1.09158,0.52,0.20
TOTAL,10,153,149,166,166,175,140,175,0.000%,1.09158,0.52,0.20
