Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},100,98,93,96,104,120,79,530,0.000%,10.16054,4.22,2.89
TOTAL,100,98,93,96,104,120,79,530,0.000%,10.16054,4.22,2.89
