Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},1000,201,203,222,232,255,146,329,0.000%,34.69572,15.23,10.12
TOTAL,1000,201,203,222,232,255,146,329,0.000%,34.69572,15.23,10.12
