Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},100,161,157,172,173,186,142,375,0.000%,6.20001,2.70,1.79
TOTAL,100,161,157,172,173,186,142,375,0.000%,6.20001,2.70,1.79
