Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},1000,129,127,156,165,187,81,240,0.000%,45.05316,18.86,12.92
TOTAL,1000,129,127,156,165,187,81,240,0.000%,45.05316,18.86,12.92
