Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},5000,199,197,256,285,360,80,640,0.000%,73.96559,30.96,21.21
TOTAL,5000,199,197,256,285,360,80,640,0.000%,73.96559,30.96,21.21
