Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},5000,167,156,236,268,347,62,1307,0.000%,80.23235,40.34,23.09
TOTAL,5000,167,156,236,268,347,62,1307,0.000%,80.23235,40.34,23.09
