Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},10000,1173,1210,1838,2091,2821,178,4100,0.000%,45.89746,20.51,13.39
TOTAL,10000,1173,1210,1838,2091,2821,178,4100,0.000%,45.89746,20.51,13.39
