Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},5000,647,647,983,1097,1432,180,1992,0.000%,45.67837,20.42,13.32
TOTAL,5000,647,647,983,1097,1432,180,1992,0.000%,45.67837,20.42,13.32
