Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},10000,243,228,339,380,1026,62,2376,0.000%,84.63173,42.56,24.35
TOTAL,10000,243,228,339,380,1026,62,2376,0.000%,84.63173,42.56,24.35
