Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/{id},1000,243,248,267,273,290,179,338,0.000%,30.32600,13.55,8.85
TOTAL,1000,243,248,267,273,290,179,338,0.000%,30.32600,13.55,8.85
