Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,100,65,66,79,85,91,53,96,0.000%,1.00940,106.54,0.18
TOTAL,100,65,66,79,85,91,53,96,0.000%,1.00940,106.54,0.18
