Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,50,89,92,102,102,106,75,106,0.00%,1.01862,109.43,0.18
TOTAL,50,89,92,102,102,106,75,106,0.00%,1.01862,109.43,0.18
