Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,1,70,70,70,70,70,70,70,0.000%,14.28571,1507.81,2.57
TOTAL,1,70,70,70,70,70,70,70,0.000%,14.28571,1507.81,2.57
