Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items,100,87,88,100,102,105,74,107,0.00%,1.00915,108.41,0.18
TOTAL,100,87,88,100,102,105,74,107,0.00%,1.00915,108.41,0.18
