Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
POST /api/items,1000,218,219,242,254,272,167,307,0.000%,32.73430,15.21,9.27
TOTAL,1000,218,219,242,254,272,167,307,0.000%,32.73430,15.21,9.27
