Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
POST /api/items,10000,902,907,1420,1579,2013,167,3007,0.000%,53.69214,24.97,15.22
TOTAL,10000,902,907,1420,1579,2013,167,3007,0.000%,53.69214,24.97,15.22
